center,left,right,steering,brake,throttle,speed,,,,,,
./IMG/center_2017_01_30_22_08_03_962.jpg, ./IMG/left_2017_01_30_22_08_03_962.jpg, ./IMG/right_2017_01_30_22_08_03_962.jpg,0,1,0,12.02175,,,,,,
./IMG/center_2017_01_30_22_08_04_066.jpg, ./IMG/left_2017_01_30_22_08_04_066.jpg, ./IMG/right_2017_01_30_22_08_04_066.jpg,0,1,0,13.08055,,,,,,
./IMG/center_2017_01_30_22_08_04_173.jpg, ./IMG/left_2017_01_30_22_08_04_173.jpg, ./IMG/right_2017_01_30_22_08_04_173.jpg,0,1,0,14.17696,,,,,,
./IMG/center_2017_01_30_22_08_04_284.jpg, ./IMG/left_2017_01_30_22_08_04_284.jpg, ./IMG/right_2017_01_30_22_08_04_284.jpg,-0.06303602,1,0,15.36191,,,,,,
./IMG/center_2017_01_30_22_08_04_397.jpg, ./IMG/left_2017_01_30_22_08_04_397.jpg, ./IMG/right_2017_01_30_22_08_04_397.jpg,-0.1375893,1,0,16.57898,,,,,,
./IMG/center_2017_01_30_22_08_04_498.jpg, ./IMG/left_2017_01_30_22_08_04_498.jpg, ./IMG/right_2017_01_30_22_08_04_498.jpg,0,1,0,17.59331,,,,,,
./IMG/center_2017_01_30_22_08_04_601.jpg, ./IMG/left_2017_01_30_22_08_04_601.jpg, ./IMG/right_2017_01_30_22_08_04_601.jpg,0,1,0,18.63309,,,,,,
./IMG/center_2017_01_30_22_08_04_701.jpg, ./IMG/left_2017_01_30_22_08_04_701.jpg, ./IMG/right_2017_01_30_22_08_04_701.jpg,0,1,0,19.65846,,,,,,
./IMG/center_2017_01_30_22_08_04_811.jpg, ./IMG/left_2017_01_30_22_08_04_811.jpg, ./IMG/right_2017_01_30_22_08_04_811.jpg,0,1,0,20.87245,,,,,,
./IMG/center_2017_01_30_22_08_04_915.jpg, ./IMG/left_2017_01_30_22_08_04_915.jpg, ./IMG/right_2017_01_30_22_08_04_915.jpg,0,1,0,21.8712,,,,,,
./IMG/center_2017_01_30_22_08_05_018.jpg, ./IMG/left_2017_01_30_22_08_05_018.jpg, ./IMG/right_2017_01_30_22_08_05_018.jpg,0,1,0,22.86063,,,,,,
./IMG/center_2017_01_30_22_08_05_119.jpg, ./IMG/left_2017_01_30_22_08_05_119.jpg, ./IMG/right_2017_01_30_22_08_05_119.jpg,0,1,0,23.83892,,,,,,
./IMG/center_2017_01_30_22_08_05_232.jpg, ./IMG/left_2017_01_30_22_08_05_232.jpg, ./IMG/right_2017_01_30_22_08_05_232.jpg,0,1,0,25.00004,,,,,,
./IMG/center_2017_01_30_22_08_05_339.jpg, ./IMG/left_2017_01_30_22_08_05_339.jpg, ./IMG/right_2017_01_30_22_08_05_339.jpg,0,1,0,25.9569,,,,,,
./IMG/center_2017_01_30_22_08_05_446.jpg, ./IMG/left_2017_01_30_22_08_05_446.jpg, ./IMG/right_2017_01_30_22_08_05_446.jpg,-0.099648,1,0,27.08284,,,,,,
./IMG/center_2017_01_30_22_08_05_551.jpg, ./IMG/left_2017_01_30_22_08_05_551.jpg, ./IMG/right_2017_01_30_22_08_05_551.jpg,0,1,0,28.01867,,,,,,
./IMG/center_2017_01_30_22_08_05_656.jpg, ./IMG/left_2017_01_30_22_08_05_656.jpg, ./IMG/right_2017_01_30_22_08_05_656.jpg,0,1,0,28.94504,,,,,,
./IMG/center_2017_01_30_22_08_05_763.jpg, ./IMG/left_2017_01_30_22_08_05_763.jpg, ./IMG/right_2017_01_30_22_08_05_763.jpg,0,1,0,29.86219,,,,,,
./IMG/center_2017_01_30_22_08_05_864.jpg, ./IMG/left_2017_01_30_22_08_05_864.jpg, ./IMG/right_2017_01_30_22_08_05_864.jpg,0,1,0,30.19049,,,,,,
./IMG/center_2017_01_30_22_08_05_972.jpg, ./IMG/left_2017_01_30_22_08_05_972.jpg, ./IMG/right_2017_01_30_22_08_05_972.jpg,-0.03517485,1,0,30.1901,,,,,,
./IMG/center_2017_01_30_22_08_06_076.jpg, ./IMG/left_2017_01_30_22_08_06_076.jpg, ./IMG/right_2017_01_30_22_08_06_076.jpg,0,1,0,30.19022,,,,,,
./IMG/center_2017_01_30_22_08_06_181.jpg, ./IMG/left_2017_01_30_22_08_06_181.jpg, ./IMG/right_2017_01_30_22_08_06_181.jpg,0,1,0,30.19022,,,,,,
./IMG/center_2017_01_30_22_08_06_284.jpg, ./IMG/left_2017_01_30_22_08_06_284.jpg, ./IMG/right_2017_01_30_22_08_06_284.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_06_385.jpg, ./IMG/left_2017_01_30_22_08_06_385.jpg, ./IMG/right_2017_01_30_22_08_06_385.jpg,-0.102951,1,0,30.1877,,,,,,
./IMG/center_2017_01_30_22_08_06_491.jpg, ./IMG/left_2017_01_30_22_08_06_491.jpg, ./IMG/right_2017_01_30_22_08_06_491.jpg,-0.0188731,1,0,30.19026,,,,,,
./IMG/center_2017_01_30_22_08_06_594.jpg, ./IMG/left_2017_01_30_22_08_06_594.jpg, ./IMG/right_2017_01_30_22_08_06_594.jpg,0,1,0,30.1901,,,,,,
./IMG/center_2017_01_30_22_08_06_696.jpg, ./IMG/left_2017_01_30_22_08_06_696.jpg, ./IMG/right_2017_01_30_22_08_06_696.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_06_801.jpg, ./IMG/left_2017_01_30_22_08_06_801.jpg, ./IMG/right_2017_01_30_22_08_06_801.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_06_907.jpg, ./IMG/left_2017_01_30_22_08_06_907.jpg, ./IMG/right_2017_01_30_22_08_06_907.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_07_012.jpg, ./IMG/left_2017_01_30_22_08_07_012.jpg, ./IMG/right_2017_01_30_22_08_07_012.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_07_114.jpg, ./IMG/left_2017_01_30_22_08_07_114.jpg, ./IMG/right_2017_01_30_22_08_07_114.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_07_224.jpg, ./IMG/left_2017_01_30_22_08_07_224.jpg, ./IMG/right_2017_01_30_22_08_07_224.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_07_326.jpg, ./IMG/left_2017_01_30_22_08_07_326.jpg, ./IMG/right_2017_01_30_22_08_07_326.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_07_435.jpg, ./IMG/left_2017_01_30_22_08_07_435.jpg, ./IMG/right_2017_01_30_22_08_07_435.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_07_538.jpg, ./IMG/left_2017_01_30_22_08_07_538.jpg, ./IMG/right_2017_01_30_22_08_07_538.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_07_643.jpg, ./IMG/left_2017_01_30_22_08_07_643.jpg, ./IMG/right_2017_01_30_22_08_07_643.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_07_744.jpg, ./IMG/left_2017_01_30_22_08_07_744.jpg, ./IMG/right_2017_01_30_22_08_07_744.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_07_846.jpg, ./IMG/left_2017_01_30_22_08_07_846.jpg, ./IMG/right_2017_01_30_22_08_07_846.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_07_947.jpg, ./IMG/left_2017_01_30_22_08_07_947.jpg, ./IMG/right_2017_01_30_22_08_07_947.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_08_052.jpg, ./IMG/left_2017_01_30_22_08_08_052.jpg, ./IMG/right_2017_01_30_22_08_08_052.jpg,-0.07818604,1,0,30.18882,,,,,,
./IMG/center_2017_01_30_22_08_08_158.jpg, ./IMG/left_2017_01_30_22_08_08_158.jpg, ./IMG/right_2017_01_30_22_08_08_158.jpg,0,1,0,30.1901,,,,,,
./IMG/center_2017_01_30_22_08_08_261.jpg, ./IMG/left_2017_01_30_22_08_08_261.jpg, ./IMG/right_2017_01_30_22_08_08_261.jpg,0,1,0,30.19021,,,,,,
./IMG/center_2017_01_30_22_08_08_365.jpg, ./IMG/left_2017_01_30_22_08_08_365.jpg, ./IMG/right_2017_01_30_22_08_08_365.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_08_471.jpg, ./IMG/left_2017_01_30_22_08_08_471.jpg, ./IMG/right_2017_01_30_22_08_08_471.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_08_574.jpg, ./IMG/left_2017_01_30_22_08_08_574.jpg, ./IMG/right_2017_01_30_22_08_08_574.jpg,-0.1886011,1,0,30.18049,,,,,,
./IMG/center_2017_01_30_22_08_08_675.jpg, ./IMG/left_2017_01_30_22_08_08_675.jpg, ./IMG/right_2017_01_30_22_08_08_675.jpg,0,1,0,30.18981,,,,,,
./IMG/center_2017_01_30_22_08_08_775.jpg, ./IMG/left_2017_01_30_22_08_08_775.jpg, ./IMG/right_2017_01_30_22_08_08_775.jpg,0,1,0,30.19036,,,,,,
./IMG/center_2017_01_30_22_08_08_876.jpg, ./IMG/left_2017_01_30_22_08_08_876.jpg, ./IMG/right_2017_01_30_22_08_08_876.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_08_996.jpg, ./IMG/left_2017_01_30_22_08_08_996.jpg, ./IMG/right_2017_01_30_22_08_08_996.jpg,-0.161766,1,0,30.18421,,,,,,
./IMG/center_2017_01_30_22_08_09_098.jpg, ./IMG/left_2017_01_30_22_08_09_098.jpg, ./IMG/right_2017_01_30_22_08_09_098.jpg,0,1,0,30.19016,,,,,,
./IMG/center_2017_01_30_22_08_09_206.jpg, ./IMG/left_2017_01_30_22_08_09_206.jpg, ./IMG/right_2017_01_30_22_08_09_206.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_09_307.jpg, ./IMG/left_2017_01_30_22_08_09_307.jpg, ./IMG/right_2017_01_30_22_08_09_307.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_09_411.jpg, ./IMG/left_2017_01_30_22_08_09_411.jpg, ./IMG/right_2017_01_30_22_08_09_411.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_09_512.jpg, ./IMG/left_2017_01_30_22_08_09_512.jpg, ./IMG/right_2017_01_30_22_08_09_512.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_09_614.jpg, ./IMG/left_2017_01_30_22_08_09_614.jpg, ./IMG/right_2017_01_30_22_08_09_614.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_09_722.jpg, ./IMG/left_2017_01_30_22_08_09_722.jpg, ./IMG/right_2017_01_30_22_08_09_722.jpg,0,1,0,30.19032,,,,,,
./IMG/center_2017_01_30_22_08_09_823.jpg, ./IMG/left_2017_01_30_22_08_09_823.jpg, ./IMG/right_2017_01_30_22_08_09_823.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_09_926.jpg, ./IMG/left_2017_01_30_22_08_09_926.jpg, ./IMG/right_2017_01_30_22_08_09_926.jpg,0,1,0,30.19032,,,,,,
./IMG/center_2017_01_30_22_08_10_033.jpg, ./IMG/left_2017_01_30_22_08_10_033.jpg, ./IMG/right_2017_01_30_22_08_10_033.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_10_142.jpg, ./IMG/left_2017_01_30_22_08_10_142.jpg, ./IMG/right_2017_01_30_22_08_10_142.jpg,0,1,0,30.19032,,,,,,
./IMG/center_2017_01_30_22_08_10_246.jpg, ./IMG/left_2017_01_30_22_08_10_246.jpg, ./IMG/right_2017_01_30_22_08_10_246.jpg,-0.00563103,1,0,30.19075,,,,,,
./IMG/center_2017_01_30_22_08_10_349.jpg, ./IMG/left_2017_01_30_22_08_10_349.jpg, ./IMG/right_2017_01_30_22_08_10_349.jpg,0,1,0,30.19026,,,,,,
./IMG/center_2017_01_30_22_08_10_452.jpg, ./IMG/left_2017_01_30_22_08_10_452.jpg, ./IMG/right_2017_01_30_22_08_10_452.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_10_556.jpg, ./IMG/left_2017_01_30_22_08_10_556.jpg, ./IMG/right_2017_01_30_22_08_10_556.jpg,0,1,0,30.19032,,,,,,
./IMG/center_2017_01_30_22_08_10_661.jpg, ./IMG/left_2017_01_30_22_08_10_661.jpg, ./IMG/right_2017_01_30_22_08_10_661.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_10_767.jpg, ./IMG/left_2017_01_30_22_08_10_767.jpg, ./IMG/right_2017_01_30_22_08_10_767.jpg,0,1,0,30.19032,,,,,,
./IMG/center_2017_01_30_22_08_10_873.jpg, ./IMG/left_2017_01_30_22_08_10_873.jpg, ./IMG/right_2017_01_30_22_08_10_873.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_10_976.jpg, ./IMG/left_2017_01_30_22_08_10_976.jpg, ./IMG/right_2017_01_30_22_08_10_976.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_11_082.jpg, ./IMG/left_2017_01_30_22_08_11_082.jpg, ./IMG/right_2017_01_30_22_08_11_082.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_11_188.jpg, ./IMG/left_2017_01_30_22_08_11_188.jpg, ./IMG/right_2017_01_30_22_08_11_188.jpg,-0.1739339,1,0,30.18251,,,,,,
./IMG/center_2017_01_30_22_08_11_289.jpg, ./IMG/left_2017_01_30_22_08_11_289.jpg, ./IMG/right_2017_01_30_22_08_11_289.jpg,0,1,0,30.18984,,,,,,
./IMG/center_2017_01_30_22_08_11_398.jpg, ./IMG/left_2017_01_30_22_08_11_398.jpg, ./IMG/right_2017_01_30_22_08_11_398.jpg,0,1,0,30.19015,,,,,,
./IMG/center_2017_01_30_22_08_11_502.jpg, ./IMG/left_2017_01_30_22_08_11_502.jpg, ./IMG/right_2017_01_30_22_08_11_502.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_11_604.jpg, ./IMG/left_2017_01_30_22_08_11_604.jpg, ./IMG/right_2017_01_30_22_08_11_604.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_11_712.jpg, ./IMG/left_2017_01_30_22_08_11_712.jpg, ./IMG/right_2017_01_30_22_08_11_712.jpg,0,1,0,30.19033,,,,,,
./IMG/center_2017_01_30_22_08_11_815.jpg, ./IMG/left_2017_01_30_22_08_11_815.jpg, ./IMG/right_2017_01_30_22_08_11_815.jpg,-0.008115113,1,0,30.19016,,,,,,
./IMG/center_2017_01_30_22_08_11_920.jpg, ./IMG/left_2017_01_30_22_08_11_920.jpg, ./IMG/right_2017_01_30_22_08_11_920.jpg,0,1,0,30.19024,,,,,,
./IMG/center_2017_01_30_22_08_12_023.jpg, ./IMG/left_2017_01_30_22_08_12_023.jpg, ./IMG/right_2017_01_30_22_08_12_023.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_12_128.jpg, ./IMG/left_2017_01_30_22_08_12_128.jpg, ./IMG/right_2017_01_30_22_08_12_128.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_12_229.jpg, ./IMG/left_2017_01_30_22_08_12_229.jpg, ./IMG/right_2017_01_30_22_08_12_229.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_12_331.jpg, ./IMG/left_2017_01_30_22_08_12_331.jpg, ./IMG/right_2017_01_30_22_08_12_331.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_12_438.jpg, ./IMG/left_2017_01_30_22_08_12_438.jpg, ./IMG/right_2017_01_30_22_08_12_438.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_12_538.jpg, ./IMG/left_2017_01_30_22_08_12_538.jpg, ./IMG/right_2017_01_30_22_08_12_538.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_12_645.jpg, ./IMG/left_2017_01_30_22_08_12_645.jpg, ./IMG/right_2017_01_30_22_08_12_645.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_12_751.jpg, ./IMG/left_2017_01_30_22_08_12_751.jpg, ./IMG/right_2017_01_30_22_08_12_751.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_12_858.jpg, ./IMG/left_2017_01_30_22_08_12_858.jpg, ./IMG/right_2017_01_30_22_08_12_858.jpg,-0.03608394,1,0,30.19,,,,,,
./IMG/center_2017_01_30_22_08_12_962.jpg, ./IMG/left_2017_01_30_22_08_12_962.jpg, ./IMG/right_2017_01_30_22_08_12_962.jpg,0,1,0,30.19005,,,,,,
./IMG/center_2017_01_30_22_08_13_063.jpg, ./IMG/left_2017_01_30_22_08_13_063.jpg, ./IMG/right_2017_01_30_22_08_13_063.jpg,0,1,0,30.19024,,,,,,
./IMG/center_2017_01_30_22_08_13_170.jpg, ./IMG/left_2017_01_30_22_08_13_170.jpg, ./IMG/right_2017_01_30_22_08_13_170.jpg,0,1,0,30.19017,,,,,,
./IMG/center_2017_01_30_22_08_13_270.jpg, ./IMG/left_2017_01_30_22_08_13_270.jpg, ./IMG/right_2017_01_30_22_08_13_270.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_13_375.jpg, ./IMG/left_2017_01_30_22_08_13_375.jpg, ./IMG/right_2017_01_30_22_08_13_375.jpg,-0.119655,1,0,30.18648,,,,,,
./IMG/center_2017_01_30_22_08_13_484.jpg, ./IMG/left_2017_01_30_22_08_13_484.jpg, ./IMG/right_2017_01_30_22_08_13_484.jpg,-0.1282888,1,0,30.18993,,,,,,
./IMG/center_2017_01_30_22_08_13_589.jpg, ./IMG/left_2017_01_30_22_08_13_589.jpg, ./IMG/right_2017_01_30_22_08_13_589.jpg,0,1,0,30.19,,,,,,
./IMG/center_2017_01_30_22_08_13_692.jpg, ./IMG/left_2017_01_30_22_08_13_692.jpg, ./IMG/right_2017_01_30_22_08_13_692.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_13_799.jpg, ./IMG/left_2017_01_30_22_08_13_799.jpg, ./IMG/right_2017_01_30_22_08_13_799.jpg,0,1,0,30.19032,,,,,,
./IMG/center_2017_01_30_22_08_13_908.jpg, ./IMG/left_2017_01_30_22_08_13_908.jpg, ./IMG/right_2017_01_30_22_08_13_908.jpg,0,1,0,30.19034,,,,,,
./IMG/center_2017_01_30_22_08_14_013.jpg, ./IMG/left_2017_01_30_22_08_14_013.jpg, ./IMG/right_2017_01_30_22_08_14_013.jpg,0,1,0,30.19033,,,,,,
./IMG/center_2017_01_30_22_08_14_120.jpg, ./IMG/left_2017_01_30_22_08_14_120.jpg, ./IMG/right_2017_01_30_22_08_14_120.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_14_222.jpg, ./IMG/left_2017_01_30_22_08_14_222.jpg, ./IMG/right_2017_01_30_22_08_14_222.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_14_328.jpg, ./IMG/left_2017_01_30_22_08_14_328.jpg, ./IMG/right_2017_01_30_22_08_14_328.jpg,0,1,0,30.19021,,,,,,
./IMG/center_2017_01_30_22_08_14_434.jpg, ./IMG/left_2017_01_30_22_08_14_434.jpg, ./IMG/right_2017_01_30_22_08_14_434.jpg,0,1,0,30.19031,,,,,,
./IMG/center_2017_01_30_22_08_14_536.jpg, ./IMG/left_2017_01_30_22_08_14_536.jpg, ./IMG/right_2017_01_30_22_08_14_536.jpg,0,1,0,30.19022,,,,,,
./IMG/center_2017_01_30_22_08_14_644.jpg, ./IMG/left_2017_01_30_22_08_14_644.jpg, ./IMG/right_2017_01_30_22_08_14_644.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_14_745.jpg, ./IMG/left_2017_01_30_22_08_14_745.jpg, ./IMG/right_2017_01_30_22_08_14_745.jpg,0,1,0,30.19032,,,,,,
./IMG/center_2017_01_30_22_08_14_851.jpg, ./IMG/left_2017_01_30_22_08_14_851.jpg, ./IMG/right_2017_01_30_22_08_14_851.jpg,0,1,0,30.19035,,,,,,
./IMG/center_2017_01_30_22_08_14_954.jpg, ./IMG/left_2017_01_30_22_08_14_954.jpg, ./IMG/right_2017_01_30_22_08_14_954.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_15_064.jpg, ./IMG/left_2017_01_30_22_08_15_064.jpg, ./IMG/right_2017_01_30_22_08_15_064.jpg,0,1,0,30.19027,,,,,,
./IMG/center_2017_01_30_22_08_15_166.jpg, ./IMG/left_2017_01_30_22_08_15_166.jpg, ./IMG/right_2017_01_30_22_08_15_166.jpg,0,1,0,30.1903,,,,,,
./IMG/center_2017_01_30_22_08_15_266.jpg, ./IMG/left_2017_01_30_22_08_15_266.jpg, ./IMG/right_2017_01_30_22_08_15_266.jpg,0,1,0,30.19029,,,,,,
./IMG/center_2017_01_30_22_08_15_370.jpg, ./IMG/left_2017_01_30_22_08_15_370.jpg, ./IMG/right_2017_01_30_22_08_15_370.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_15_485.jpg, ./IMG/left_2017_01_30_22_08_15_485.jpg, ./IMG/right_2017_01_30_22_08_15_485.jpg,0,1,0,30.19028,,,,,,
./IMG/center_2017_01_30_22_08_15_586.jpg, ./IMG/left_2017_01_30_22_08_15_586.jpg, ./IMG/right_2017_01_30_22_08_15_586.jpg,-0.106191,1,0,30.18735,,,,,,
./IMG/center_2017_01_30_22_08_15_688.jpg, ./IMG/left_2017_01_30_22_08_15_688.jpg, ./IMG/right_2017_01_30_22_08_15_688.jpg,-0.06090313,1,0,30.19053,,,,,,
./IMG/center_2017_01_30_22_08_15_790.jpg, ./IMG/left_2017_01_30_22_08_15_790.jpg, ./IMG/right_2017_01_30_22_08_15_790.jpg,0,1,0,30.19009,,,,,,
